pdb_file,average_perplexity
500,4.114335776686028
501,4.273631183693903
502,4.088612368927117
503,4.193500220019456
504,4.172063303388521
505,4.097981573788861
506,4.090016414817055
507,4.040132802672316
508,4.231073303874482
509,4.270336070268442
510,4.262725726213456
511,4.234131352392074
512,4.5362559929213235
513,4.2839535045957176
514,4.346674997574584
515,4.326961452125195
516,4.300966904567597
517,4.292590273793167
518,4.334261458426742
519,4.287719023665065
520,4.345953870024867
521,4.269457816279749
522,4.31634486033299
523,4.364457395263144
524,4.330977405317933
525,4.336247963094778
526,4.210839302408216
527,4.338226216579328
528,4.048517685112928
529,4.29386839504055
530,4.314454801363616
531,4.260813489825261
532,4.026824541952942
533,4.195221288117461
534,4.091811849594992
535,4.263434914136857
536,4.265462415928234
537,4.193413687790702
538,4.299787625397965
539,4.11383924366395
540,4.16929090775367
541,4.1972970622641546
542,4.431748528187517
543,4.261271612537237
544,4.237893305104014
545,4.311572683740506
546,4.461059868525256
547,4.223218878991873
548,4.264930629654636
549,4.448950965603072
550,4.342745031371903
551,4.35461731000336
552,4.289497388186236
553,4.528567536847425
554,4.466067590984329
555,4.32744662199807
556,4.325250422219994
557,4.448718334468118
558,4.464068534847204
559,4.435698808693271
560,4.230950649086492
561,4.334606492333988
562,4.288631792384767
563,4.096579012609925
564,4.400718788718973
565,4.162025549294072
566,4.155857921790281
567,4.366763496711922
568,4.231852560230018
569,4.174589800619284
570,4.1168809804433835
571,4.223391212487514
572,4.260342538364843
573,4.281296223865585
574,4.375150600985551
575,4.238481729214098
576,4.1681996179925065
577,4.343113928833535
578,4.25370633308617
579,4.2019446924530355
580,4.156352170549475
581,4.104682230313596
582,4.299202422901636
583,4.320784254119956
584,4.034829806276625
585,4.260951506049423
586,4.310079520263694
587,4.240287551771555
588,4.148032312101088
589,4.284067326604814
590,4.114098691938889
591,4.147045898191174
592,4.217783598335159
593,4.02514514067891
594,4.261050252494093
595,4.286144161375758
596,4.125618491550053
597,4.152870548746724
598,4.167512562627605
599,3.992587884994656
