pdb_file,average_perplexity
400,4.510974464770704
401,4.312691248239572
402,4.3270309518329
403,4.186027835547287
404,4.366828359019835
405,4.24619436367523
406,4.392918353771923
407,4.04213496580915
408,4.125708487425762
409,4.386964083192041
410,4.487144186949176
411,4.2865883208817745
412,4.199844336954474
413,4.1983077290976984
414,4.4447098403778496
415,4.181708115691572
416,4.332300943297707
417,4.32552497266999
418,4.331715390402973
419,4.368967585166522
420,4.426058100746324
421,4.231613628195819
422,4.226661856609251
423,4.525608566367488
424,4.25205615795359
425,4.2537616873515125
426,4.2003829845533565
427,4.240530615606511
428,4.051044072528351
429,4.194706150574986
430,4.231316531740606
431,4.215508212821327
432,4.292652135094567
433,4.312614138012992
434,4.3765301243574894
435,4.256985923838865
436,4.320381801452106
437,4.124270613728874
438,4.254703516122003
439,4.1111228263543325
440,4.330604998141446
441,4.481311284978974
442,4.260226780668815
443,4.200149186801257
444,4.117446539919988
445,4.166725355057427
446,4.289076177782269
447,4.285840639012157
448,4.228118889938049
449,4.293016106995276
450,4.229754852936197
451,4.248778785394355
452,4.253214107196767
453,4.007403988463132
454,4.10200742555494
455,4.511375935592747
456,4.205273386156762
457,4.315818412129714
458,4.234690819135636
459,4.325196710662654
460,4.355789180753528
461,4.249908490015434
462,4.555662288691273
463,4.356988824777025
464,4.059856720736792
465,4.317240335637115
466,4.394515782465528
467,4.3383400288742715
468,4.273735626539522
469,4.244750134609897
470,4.542654476224585
471,4.401545049002959
472,4.20833236151404
473,4.353658883909999
474,4.607025827346546
475,4.621492155680834
476,4.1922875440439915
477,4.607795500002978
478,4.278785214464015
479,4.39869741736824
480,4.236162747860018
481,4.267687331460293
482,4.467337387218285
483,4.1627068402704035
484,4.4311207190510835
485,4.290610752060005
486,4.262295354238786
487,4.430212280002573
488,4.482621164841893
489,4.653589838736957
490,4.260453927228938
491,4.094907805805805
492,4.1799990409611345
493,4.1230461945035515
494,4.147560194480537
495,4.242140735121633
496,4.179442510983891
497,4.207768507878794
498,4.023301964970866
499,4.018572859621643
