pdb_file,average_perplexity
300,4.208759741524509
301,4.229855785849558
302,4.237788556467332
303,4.322129070979536
304,4.281573953896328
305,4.19807039445528
306,4.2288575082926885
307,4.209553419314979
308,4.253477237349874
309,4.366227603684616
310,4.2595926718503385
311,4.202287973936906
312,4.2213869573095755
313,4.239180027462525
314,4.339998000841607
315,4.2254179893409685
316,4.223654413458756
317,4.177556063449825
318,4.3055176159643755
319,4.119880146036471
320,4.220554391397707
321,4.3182655300199135
322,4.16723621970307
323,4.233092372435327
324,4.333623741757768
325,4.202639221228466
326,4.304380299104989
327,4.254159104679485
328,4.15462406309274
329,4.211114873044149
330,4.205203449923318
331,4.387636941352094
332,4.463605869365295
333,4.180090487298142
334,4.322394568285705
335,4.082159031397298
336,4.334751862810611
337,4.402804226647507
338,4.311844955201939
339,4.2818443628083
340,4.33317124479046
341,4.288022248594759
342,4.429736192379684
343,4.301872001099868
344,4.47017017032337
345,4.160829833956003
346,4.257543202452502
347,4.394653309433579
348,4.39394903769698
349,4.327764917576531
350,4.31679442853592
351,4.464551466223503
352,4.374400141520569
353,4.1602272714088375
354,4.223034839294437
355,4.276466712322573
356,4.2477820749332
357,4.5302020137651535
358,4.425780246357747
359,4.21172225362594
360,4.2740162667645025
361,4.257398521753833
362,4.261362793024459
363,4.491873866071679
364,4.295375490049859
365,4.1588944971078
366,4.2168942024897955
367,4.2863992247447475
368,4.25848743597558
369,4.110901348730031
370,4.130775027342203
371,4.284008089724232
372,4.136433578963532
373,4.1181565612837705
374,4.211995861863129
375,4.105864283322359
376,4.3667085715109115
377,4.153711970899038
378,4.1172191801422295
379,4.097380800381072
380,4.10118315600806
381,4.306865879852969
382,4.2805860224442265
383,4.216834812625287
384,4.214200456496798
385,4.388702920464551
386,4.3286150755718635
387,4.276986738362801
388,4.225259743211781
389,4.170944133915231
390,4.041899366599565
391,4.225026273048414
392,4.10938226358496
393,4.5497219313502075
394,4.239236626999974
395,4.333725638637694
396,4.174281715295713
397,4.085877091559666
398,4.397722896307519
399,4.177263321433195
